,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
3013,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2010-11-01,14000.0,0.0,1.0
3014,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-01-01,1362.03,12.0,1.0
3015,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-02-01,10000.0,12.0,1.0
3016,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-04-01,61777.8,46.0,3.0
3017,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-06-01,56000.0,32.0,2.0
3018,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-07-01,62156.75,44.0,2.0
3019,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-08-01,56000.0,32.0,1.0
3020,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-10-01,59225.4,48.0,2.0
3021,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2011-11-01,287000.0,28.0,2.0
3022,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2012-01-01,1267.9,8.0,3.0
3023,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2012-02-01,1840.41,12.0,1.0
3024,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2012-03-01,56000.0,32.0,1.0
3025,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2012-04-01,5459.68,13.0,3.0
3026,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2019-11-01,50000.0,16.0,1.0
3027,Halo: Reach,2010-01-01,First-Person Shooter,772089.97,712089.97,0.922288849316356,121,29,,2020-02-01,50000.0,32.0,1.0
3028,Ironsight,2018-01-01,First-Person Shooter,0.0,0.0,0.906896378859052,0,0,,,,,
3029,Islands of Nyne,2017-01-01,First-Person Shooter,0.0,0.0,0.906896378859052,0,0,,,,,
3030,Lemnis Gate,2021-01-01,First-Person Shooter,1564.7,0.0,0.0,6,5,,2021-10-01,424.3,2.0,2.0
3031,Lemnis Gate,2021-01-01,First-Person Shooter,1564.7,0.0,0.0,6,5,,2021-11-01,140.4,4.0,2.0
3032,Lemnis Gate,2021-01-01,First-Person Shooter,1564.7,0.0,0.0,6,5,,2022-05-01,1000.0,2.0,1.0
3033,MechWarrior Online,2013-01-01,First-Person Shooter,143490.0,143490.0,1.0,0,1,,2016-12-01,143490.0,0.0,1.0
3034,Metal Gear Online,2008-01-01,First-Person Shooter,8000.0,0.0,0.0,37,8,,2016-01-01,4000.0,24.0,4.0
3035,Metal Gear Online,2008-01-01,First-Person Shooter,8000.0,0.0,0.0,37,8,,2016-02-01,4000.0,23.0,4.0
3036,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2018-09-01,60000.0,21.0,1.0
3037,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2019-06-01,63000.0,22.0,1.0
3038,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2020-05-01,200.0,5.0,1.0
3039,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2020-12-01,5900.0,15.0,1.0
3040,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2021-08-01,10720.0,22.0,1.0
3041,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2022-03-01,7000.0,16.0,1.0
3042,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2022-05-01,8000.0,34.0,1.0
3043,Onward,2016-01-01,First-Person Shooter,161820.0,123000.0,0.760103819058213,92,8,,2022-11-01,7000.0,17.0,1.0
3044,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2015-11-01,760.0,37.0,5.0
3045,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2015-12-01,2560.0,24.0,5.0
3046,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-02-01,3247.45,61.0,11.0
3047,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-03-01,9140.12,62.0,13.0
3048,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-04-01,9705.99,53.0,12.0
3049,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-05-01,26397.62,96.0,11.0
3050,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-06-01,60633.61,98.0,26.0
3051,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-07-01,156328.29,326.0,41.0
3052,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-08-01,163282.62,221.0,30.0
3053,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-09-01,379570.85,271.0,28.0
3054,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-10-01,371307.85,363.0,29.0
3055,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-11-01,377891.9,429.0,29.0
3056,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2016-12-01,461236.07,447.0,38.0
3057,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-01-01,231537.0,327.0,29.0
3058,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-02-01,70594.81,303.0,33.0
3059,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-03-01,108385.88,471.0,32.0
3060,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-04-01,317627.56,427.0,38.0
3061,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-05-01,68135.63,255.0,24.0
3062,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-06-01,199238.06,260.0,27.0
3063,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-07-01,822189.13,497.0,25.0
3064,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-08-01,177033.63,220.0,22.0
3065,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-09-01,182938.46,154.0,13.0
3066,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-10-01,1133563.8,398.0,19.0
3067,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-11-01,153068.66,195.0,16.0
3068,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2017-12-01,24845.39,58.0,7.0
3069,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-01-01,2297.01,50.0,8.0
3070,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-02-01,202003.51,225.0,14.0
3071,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-03-01,166192.37,207.0,13.0
3072,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-04-01,85483.4,181.0,13.0
3073,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-05-01,1065899.1,600.0,14.0
3074,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-06-01,1538448.0,500.0,17.0
3075,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-07-01,1703190.2,103.0,8.0
3076,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-08-01,490103.01,286.0,9.0
3077,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-09-01,1169777.84,559.0,12.0
3078,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-10-01,47343.89,248.0,9.0
3079,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-11-01,143008.0,119.0,2.0
3080,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2018-12-01,1800.0,27.0,1.0
3081,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-01-01,1035800.98,602.0,11.0
3082,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-02-01,25685.9,27.0,3.0
3083,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-03-01,511801.18,135.0,5.0
3084,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-04-01,12893.02,24.0,2.0
3085,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-05-01,1956577.2,520.0,11.0
3086,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-06-01,191229.0,123.0,5.0
3087,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-07-01,506454.51,111.0,3.0
3088,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-08-01,1031180.64,422.0,8.0
3089,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-09-01,3811048.85,212.0,5.0
3090,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-10-01,382478.37,264.0,5.0
3091,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-11-01,113497.2,119.0,3.0
3092,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2019-12-01,15000.0,12.0,1.0
3093,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-01-01,11862.0,39.0,2.0
3094,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-02-01,984.0,13.0,1.0
3095,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-04-01,21150.0,20.0,1.0
3096,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-05-01,225000.0,120.0,2.0
3097,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-06-01,1000000.0,266.0,7.0
3098,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-07-01,310000.0,151.0,3.0
3099,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-08-01,406375.0,277.0,7.0
3100,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-09-01,1030000.0,216.0,5.0
3101,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-10-01,3324500.0,179.0,3.0
3102,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-11-01,177650.0,177.0,6.0
3103,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2020-12-01,346000.0,234.0,3.0
3104,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-01-01,10850.0,17.0,1.0
3105,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-02-01,4000.0,56.0,2.0
3106,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-03-01,5000.0,23.0,1.0
3107,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-04-01,135000.0,152.0,3.0
3108,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-05-01,657490.0,309.0,8.0
3109,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-06-01,496900.0,191.0,5.0
3110,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-07-01,308400.0,136.0,3.0
3111,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-08-01,225000.0,34.0,1.0
3112,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-09-01,3293400.0,196.0,4.0
3113,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-10-01,488400.0,270.0,6.0
3114,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-11-01,129028.0,84.0,3.0
3115,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2021-12-01,88288.0,117.0,3.0
3116,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2022-03-01,9125.0,27.0,2.0
3117,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2022-04-01,166629.66,122.0,4.0
3118,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2022-06-01,10000.0,43.0,2.0
3119,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2022-08-01,5280.16,18.0,1.0
3120,Overwatch,2016-01-01,First-Person Shooter,34616725.38,18840032.08,0.544246513013184,4047,835,USA,2022-09-01,10000.0,30.0,1.0
3121,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-06-01,330000.0,65.0,2.0
3122,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-07-01,1100000.0,158.0,3.0
3123,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-08-01,180000.0,142.0,4.0
3124,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-09-01,653750.0,298.0,7.0
3125,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-10-01,104903.0,68.0,3.0
3126,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-11-01,2625552.0,223.0,6.0
3127,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2022-12-01,804912.0,325.0,10.0
3128,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-02-01,67634.0,197.0,34.0
3129,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-03-01,43000.0,191.0,6.0
3130,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-04-01,227050.12,246.0,5.0
3131,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-05-01,120200.0,75.0,2.0
3132,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-06-01,1270000.0,261.0,4.0
3133,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-07-01,13500.0,47.0,1.0
3134,Overwatch 2,2022-01-01,First-Person Shooter,9395501.12,6229548.12,0.663035216582466,943,88,,2023-10-01,1855000.0,32.0,1.0
3135,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2004-07-01,10000.0,4.0,1.0
3136,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2004-08-01,25000.0,8.0,1.0
3137,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2004-12-01,20000.0,16.0,1.0
3138,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-03-01,50000.0,16.0,1.0
3139,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-05-01,100000.0,21.0,2.0
3140,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-06-01,50000.0,16.0,1.0
3141,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-07-01,50000.0,16.0,1.0
3142,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-09-01,50000.0,16.0,1.0
3143,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-10-01,150000.0,24.0,3.0
3144,Painkiller,2004-01-01,First-Person Shooter,1015000.0,1015000.0,1.0,48,13,,2005-11-01,510000.0,32.0,1.0
3145,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2016-06-01,100000.0,20.0,1.0
3146,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2016-10-01,4000.0,6.0,1.0
3147,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2016-12-01,450.0,15.0,1.0
3148,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-01-01,150000.0,40.0,1.0
3149,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-03-01,2762.75,36.0,6.0
3150,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-04-01,75478.83,60.0,3.0
3151,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-06-01,250.88,9.0,1.0
3152,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-07-01,100000.0,39.0,1.0
3153,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-08-01,16900.0,53.0,3.0
3154,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-09-01,16667.75,59.0,4.0
3155,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-10-01,17766.42,78.0,4.0
3156,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-11-01,17500.0,85.0,3.0
3157,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2017-12-01,10500.0,68.0,2.0
3158,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-01-01,300000.0,41.0,1.0
3159,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-02-01,7000.0,40.0,1.0
3160,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-03-01,16100.0,58.0,4.0
3161,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-04-01,10500.0,82.0,2.0
3162,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-05-01,253500.0,102.0,4.0
3163,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-06-01,7000.0,35.0,1.0
3164,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-07-01,100000.0,57.0,1.0
3165,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-09-01,10500.0,63.0,3.0
3166,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-10-01,24500.0,79.0,4.0
3167,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2018-11-01,300000.0,41.0,1.0
3168,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2019-06-01,70000.0,40.0,2.0
3169,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2019-07-01,110000.0,34.0,1.0
3170,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2019-10-01,70000.0,40.0,2.0
3171,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2019-11-01,300000.0,40.0,1.0
3172,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-05-01,120000.0,90.0,3.0
3173,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-06-01,49999.98,30.0,1.0
3174,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-07-01,582.8,5.0,1.0
3175,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-08-01,1357.19,13.0,3.0
3176,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-09-01,500.0,5.0,1.0
3177,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-10-01,500.0,5.0,1.0
3178,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-11-01,120592.0,90.0,4.0
3179,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2020-12-01,100099.0,60.0,4.0
3180,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2021-06-01,2250.0,15.0,1.0
3181,Paladins,2015-01-01,First-Person Shooter,2490507.6,1789000.0,0.718327460634932,572,79,,2021-11-01,3250.0,15.0,1.0
3182,Pavlov,2017-01-01,First-Person Shooter,1260.0,0.0,0.0,19,3,,2022-04-01,1260.0,19.0,3.0
