,Game,ReleaseDate,Genre,TotalEarnings,OfflineEarnings,PercentOffline,TotalPlayers,TotalTournaments,Country,Date,Earnings,Players,Tournaments
4173,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-01-01,72130.86,134.0,6.0
4174,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-02-01,1450000.0,376.0,11.0
4175,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-03-01,502955.16,288.0,11.0
4176,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-04-01,676000.0,130.0,6.0
4177,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-05-01,1751352.54,518.0,15.0
4178,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-06-01,1114244.41,212.0,7.0
4179,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-07-01,103420.52,50.0,3.0
4180,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-08-01,742189.66,292.0,10.0
4181,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-09-01,659186.6,289.0,8.0
4182,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-10-01,40138651.26,217.0,5.0
4183,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-11-01,308192.31,325.0,12.0
4184,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2021-12-01,443741.05,181.0,6.0
4185,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-01-01,2005000.0,483.0,17.0
4186,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-02-01,801000.0,217.0,9.0
4187,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-03-01,492309.4,342.0,10.0
4188,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-04-01,1466720.59,483.0,15.0
4189,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-05-01,901378.2,290.0,10.0
4190,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-06-01,98657.58,163.0,4.0
4191,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-07-01,6110050.0,490.0,20.0
4192,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-08-01,1278151.53,363.0,12.0
4193,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-09-01,49349.96,99.0,4.0
4194,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-10-01,19138016.32,324.0,9.0
4195,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-11-01,245809.94,179.0,5.0
4196,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2022-12-01,367745.0,271.0,10.0
4197,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-01-01,1187750.0,416.0,13.0
4198,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-02-01,876100.0,394.0,13.0
4199,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-03-01,573806.19,269.0,9.0
4200,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-04-01,2780538.1,475.0,18.0
4201,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-05-01,594524.15,121.0,7.0
4202,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-06-01,2804448.08,484.0,18.0
4203,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-07-01,15719537.21,200.0,7.0
4204,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-08-01,71651.6,126.0,5.0
4205,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-09-01,1441000.0,187.0,6.0
4206,Dota 2,2013-01-01,Multiplayer Online Battle Arena,337107974.16,298290573.89,0.884851729281324,4784,1841,USA,2023-10-01,50000.0,57.0,2.0
4207,Dream Three Kingdoms 2,2015-01-01,Multiplayer Online Battle Arena,0.0,0.0,0.906896378859052,0,1,,2023-09-01,0.0,0.0,1.0
4208,Heavy Metal Machines,2017-01-01,Multiplayer Online Battle Arena,12339.33,0.0,0.0,35,1,,2017-07-01,12339.33,35.0,1.0
4209,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-04-01,1000.0,0.0,1.0
4210,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-06-01,19405.21,15.0,1.0
4211,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-07-01,500.0,0.0,1.0
4212,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-08-01,3867.85,0.0,1.0
4213,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-09-01,6000.0,0.0,3.0
4214,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2010-11-01,14291.84,10.0,1.0
4215,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-01-01,20000.0,15.0,1.0
4216,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-04-01,15803.7,5.0,3.0
4217,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-05-01,1350.0,0.0,1.0
4218,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-06-01,22226.86,10.0,4.0
4219,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-07-01,7168.6,10.0,1.0
4220,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-09-01,3486.95,10.0,1.0
4221,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-10-01,5000.0,0.0,1.0
4222,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-11-01,42804.24,20.0,1.0
4223,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2011-12-01,36000.0,20.0,1.0
4224,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-01-01,34345.67,16.0,3.0
4225,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-03-01,3000.0,20.0,3.0
4226,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-04-01,2300.0,16.0,4.0
4227,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-05-01,11588.93,40.0,2.0
4228,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-06-01,57653.73,44.0,7.0
4229,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-07-01,10005.34,43.0,7.0
4230,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-08-01,47125.72,69.0,4.0
4231,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-09-01,21850.0,64.0,4.0
4232,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-10-01,9405.22,66.0,10.0
4233,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-11-01,62487.67,65.0,6.0
4234,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2012-12-01,82200.0,150.0,13.0
4235,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-01-01,70100.0,126.0,12.0
4236,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-02-01,76350.0,65.0,14.0
4237,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-03-01,169939.26,107.0,16.0
4238,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-04-01,64311.48,65.0,5.0
4239,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-05-01,23034.49,56.0,5.0
4240,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-06-01,35880.51,50.0,4.0
4241,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-07-01,7788.74,46.0,7.0
4242,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-08-01,19638.48,69.0,8.0
4243,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-09-01,42414.97,95.0,5.0
4244,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-10-01,42309.01,85.0,8.0
4245,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-11-01,90132.99,105.0,13.0
4246,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2013-12-01,15500.0,71.0,4.0
4247,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-01-01,22509.41,57.0,5.0
4248,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-02-01,12255.56,35.0,4.0
4249,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-03-01,216857.83,64.0,7.0
4250,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-04-01,3117.99,39.0,5.0
4251,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-05-01,5605.64,44.0,5.0
4252,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-06-01,7192.77,31.0,5.0
4253,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-07-01,1430.16,40.0,3.0
4254,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-08-01,46590.82,83.0,13.0
4255,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-09-01,39259.88,71.0,9.0
4256,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-10-01,44504.97,63.0,9.0
4257,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-11-01,60782.1,114.0,20.0
4258,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2014-12-01,82637.13,77.0,9.0
4259,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-01-01,40992.57,41.0,6.0
4260,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-02-01,32844.94,67.0,5.0
4261,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-03-01,219114.67,79.0,6.0
4262,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-04-01,4885.44,35.0,3.0
4263,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-05-01,26167.0,74.0,9.0
4264,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-06-01,73427.93,56.0,6.0
4265,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-07-01,8740.18,45.0,4.0
4266,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-08-01,1830.01,20.0,3.0
4267,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-09-01,54711.86,68.0,8.0
4268,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-10-01,23348.81,60.0,8.0
4269,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-11-01,303797.09,127.0,15.0
4270,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2015-12-01,20978.91,20.0,3.0
4271,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-01-01,35853.1,43.0,3.0
4272,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-02-01,15904.77,24.0,3.0
4273,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-03-01,2058.27,30.0,2.0
4274,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-04-01,8188.76,15.0,4.0
4275,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-05-01,8489.85,35.0,2.0
4276,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-06-01,141723.36,40.0,1.0
4277,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-07-01,3585.02,0.0,1.0
4278,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-08-01,10153.72,18.0,3.0
4279,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-09-01,4619.84,10.0,2.0
4280,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-10-01,4627.23,10.0,2.0
4281,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2016-12-01,11229.63,30.0,1.0
4282,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-01-01,5696.94,5.0,1.0
4283,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-03-01,5665.0,10.0,1.0
4284,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-04-01,116516.16,20.0,1.0
4285,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-06-01,9041.42,25.0,2.0
4286,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-07-01,8684.59,24.0,1.0
4287,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-09-01,8741.44,21.0,1.0
4288,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-10-01,8701.9,19.0,1.0
4289,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-11-01,8725.27,18.0,1.0
4290,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2017-12-01,21193.32,22.0,2.0
4291,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2018-04-01,64039.12,25.0,1.0
4292,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2018-06-01,4540.57,9.0,1.0
4293,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2018-07-01,4491.72,6.0,1.0
4294,Heroes of Newerth,2010-01-01,Multiplayer Online Battle Arena,3073445.72,1722436.17,0.560425114649495,820,395,,2018-10-01,9123.59,5.0,1.0
4295,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2014-11-01,1300.0,5.0,4.0
4296,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2014-12-01,12957.5,42.0,15.0
4297,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-01-01,18039.14,56.0,14.0
4298,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-02-01,16649.66,77.0,18.0
4299,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-03-01,44523.46,110.0,27.0
4300,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-04-01,45710.39,129.0,29.0
4301,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-05-01,78853.31,112.0,25.0
4302,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-06-01,149236.98,215.0,29.0
4303,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-07-01,275935.67,278.0,36.0
4304,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-08-01,373748.34,280.0,32.0
4305,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-09-01,165406.12,164.0,16.0
4306,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-10-01,308219.66,230.0,23.0
4307,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-11-01,622759.75,189.0,24.0
4308,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2015-12-01,357887.2,145.0,16.0
4309,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-01-01,202029.09,118.0,14.0
4310,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-02-01,130800.0,91.0,7.0
4311,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-03-01,376301.21,176.0,11.0
4312,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-04-01,611038.0,105.0,6.0
4313,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-05-01,406226.8,163.0,9.0
4314,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-06-01,772400.0,119.0,3.0
4315,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-07-01,133192.0,91.0,3.0
4316,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-08-01,328520.0,110.0,3.0
4317,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-09-01,135836.0,70.0,4.0
4318,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-10-01,267606.0,125.0,5.0
4319,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-11-01,1000400.0,70.0,3.0
4320,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2016-12-01,300000.0,40.0,1.0
4321,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-01-01,82080.0,28.0,1.0
4322,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-02-01,30800.0,58.0,3.0
4323,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-03-01,237891.35,80.0,3.0
4324,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-04-01,26095.3,55.0,3.0
4325,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-05-01,1502538.9,204.0,7.0
4326,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-06-01,250000.0,60.0,1.0
4327,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-07-01,257039.0,118.0,6.0
4328,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-08-01,200083.27,81.0,4.0
4329,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-09-01,241921.72,114.0,7.0
4330,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-10-01,1275000.0,120.0,3.0
4331,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-11-01,1041000.0,161.0,2.0
4332,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2017-12-01,300000.0,40.0,1.0
4333,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-02-01,281207.26,64.0,3.0
4334,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-03-01,202986.3,80.0,3.0
4335,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-04-01,1509144.0,185.0,6.0
4336,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-05-01,65563.0,81.0,5.0
4337,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-06-01,250000.0,60.0,1.0
4338,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-07-01,201506.4,44.0,1.0
4339,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-08-01,270692.0,201.0,6.0
4340,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-09-01,1071180.8,149.0,6.0
4341,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-10-01,425000.0,40.0,1.0
4342,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2018-11-01,1000000.0,60.0,2.0
4343,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2019-01-01,47075.0,30.0,3.0
4344,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2019-02-01,5000.0,20.0,1.0
4345,Heroes of the Storm,2015-01-01,Multiplayer Online Battle Arena,18451461.38,14254535.64,0.77254236650604,1322,500,,2019-03-01,2932.0,21.0,2.0
